epoch,accuracy,loss,val_accuracy,val_loss
1,0.8378333449363708,0.6064916849136353,0.934499979019165,0.25289079546928406
2,0.934499979019165,0.23099327087402344,0.9484999775886536,0.1928175985813141
3,0.9547777771949768,0.16074174642562866,0.9545000195503235,0.16344836354255676
