epoch,accuracy,loss,val_accuracy,val_loss
1,0.7599999904632568,0.7656129002571106,0.9390000104904175,0.19487132132053375
2,0.9316666722297668,0.2321178913116455,0.968999981880188,0.10459994524717331
3,0.9582222104072571,0.14376074075698853,0.9750000238418579,0.07810165733098984
